Survived,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,Embarked_Q,Embarked_S,Title_Group_Miss,Title_Group_Mr,Title_Group_Mrs,Title_Group_Officer,Title_Group_Royalty,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown
0,3,0,-0.7836664487552625,-0.47454519624983954,-0.4736736092984604,-0.8449782836705185,-0.5609748304808925,1,-0.5872576430210861,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,-0.8590615452539705,-0.47454519624983954,-0.4736736092984604,-0.612932833165976,-0.5609748304808925,1,-0.25472943215787874,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,-0.7836664487552625,0.4327933656785018,0.7676298785983874,0.6205719300423816,0.6792945838081278,0,-0.20222497781105653,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,-0.18050567676559892,-0.47454519624983954,-0.4736736092984604,-0.7938892032204868,-0.5609748304808925,1,-0.5140454318798772,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,1,-1.537617413742342,1.340131927606843,2.0089333664952354,0.5045492047901105,1.9195639980971482,0,-0.578506900629949,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,0.5357477399721267,-0.47454519624983954,2.0089333664952354,0.0954164367952591,0.6792945838081278,0,-0.45307725949234723,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,2,0,0.9504207707150204,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,-0.1497205234642343,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,0,1.628976639203392,-0.47454519624983954,-0.4736736092984604,-0.5628598675307852,-0.5609748304808925,1,-0.18297334455055503,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,-0.5574811592591387,0.4327933656785018,-0.4736736092984604,2.0316232164746784,0.059159876663617626,0,1.2376011734448926,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,3,0,1.9682545734475778,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.8373281259669584,-0.47454519624983954,2.0089333664952354,-0.466377811794686,0.6792945838081278,0,-0.7214380265498248,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.8174992171634017,-0.5609748304808925,1,-0.5478793022609695,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1.628976639203392,-0.47454519624983954,0.7676298785983874,1.8237495741616405,0.059159876663617626,0,1.0886565373538273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-1.0098517382513863,-0.47454519624983954,-0.4736736092984604,-0.7969424328323887,-0.5609748304808925,1,-0.5184208030754457,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7515494575463212,-0.5609748304808925,1,-0.4533712844366895,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-1.9522904444852358,6.784163299176891,2.0089333664952354,2.0316232164746784,5.64037224096421,0,-0.6420862945469944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,1.1012109637124363,-0.47454519624983954,0.7676298785983874,-0.3882151337299979,0.059159876663617626,0,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,1,0.7996305777176045,-0.47454519624983954,-0.4736736092984604,-0.4053132195566485,-0.5609748304808925,1,0.042795809140780454,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.2559007732643069,-0.47454519624983954,-0.4736736092984604,-0.7949053180353277,-0.5609748304808925,1,-0.5155015554137624,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.9344566417526784,-0.47454519624983954,-0.4736736092984604,-0.7515494575463212,-0.5609748304808925,1,-0.4533712844366895,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-2.140778185732006,3.1548090514635256,0.7676298785983874,0.7640737218017698,2.5396987052416584,0,-0.5967364471791657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,0,-1.537617413742342,-0.47454519624983954,2.0089333664952354,-0.17204647720734526,0.6792945838081278,0,-0.580838098402948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0.4226550952240647,-0.47454519624983954,0.7676298785983874,1.5121149767177293,0.059159876663617626,0,0.8653655939076618,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,3,1,1.1766060602111441,0.4327933656785018,4.491540342288931,0.18823461699707605,2.5396987052416584,0,-0.7342701151921883,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,0.09175256126097689,-0.5609748304808925,1,0.7551062397793352,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.10511058026689096,-0.47454519624983954,-0.4736736092984604,1.5851873103734548,-0.5609748304808925,1,2.8952438037071118,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,2.3829276041904714,-0.47454519624983954,-0.4736736092984604,0.4618039902234842,-0.5609748304808925,1,1.2854012286822394,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,3,0,-1.9145928962358818,3.1548090514635256,0.7676298785983874,0.24807791739035287,2.5396987052416584,0,-0.7199749024220269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-2.140778185732006,0.4327933656785018,0.7676298785983874,-0.6308467419449267,0.6792945838081278,0,-0.7999986914404967,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,-0.7875775669667633,-0.5609748304808925,1,-0.505000664544398,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,2.005952121696932,-0.47454519624983954,-0.4736736092984604,0.32481412658036024,-0.5609748304808925,1,1.0890905741764276,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,-0.8590615452539705,0.4327933656785018,0.7676298785983874,-0.7910362654711258,0.6792945838081278,0,-0.876515182908599,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-1.9522904444852358,2.2474704895351842,0.7676298785983874,0.06936383916282275,1.9195639980971482,0,-0.7032364823762599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1.553581542704684,-0.47454519624983954,-0.4736736092984604,0.22792660195180042,-0.5609748304808925,1,0.9502477951016909,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,2,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,-0.1497205234642343,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.49805019172277265,-0.47454519624983954,-0.4736736092984604,-1.1747270817559212,-0.5609748304808925,1,-1.059797732142486,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,1,-0.6328762557578467,6.784163299176891,2.0089333664952354,2.0316232164746784,5.64037224096421,0,-0.6420862945469944,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.4395093912099495,-0.5609748304808925,1,-0.006208348249586895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-1.537617413742342,3.1548090514635256,2.0089333664952354,0.35860482934120075,3.1598334123861687,0,-0.7458981016815311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,0,-2.140778185732006,1.340131927606843,0.7676298785983874,0.7304881960708492,1.299429290952638,0,-0.37723982563379727,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,1,-1.9145928962358818,-0.47454519624983954,2.0089333664952354,-0.09876896652170025,0.6792945838081278,0,-0.5458351288383998,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,1.2678566077655793,-0.5609748304808925,1,2.4404992243123282,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,3,1,0.4226550952240647,0.4327933656785018,-0.4736736092984604,-0.417526138004256,0.059159876663617626,0,-0.5172517038919898,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,1.1766060602111441,-0.47454519624983954,-0.4736736092984604,0.12228485737999564,-0.5609748304808925,1,0.7988599517350203,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.7996305777176045,0.4327933656785018,0.7676298785983874,-0.417526138004256,0.6792945838081278,0,-0.6980980464441844,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.49805019172277265,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,-0.5070448379669675,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,1,0.19646980572794084,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,-0.1497205234642343,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,0,-0.7836664487552625,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,-0.1497205234642343,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-0.7836664487552625,0.4327933656785018,-0.4736736092984604,-0.7910362654711258,0.059159876663617626,0,-0.784877408588612,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,2,0,-1.9899879927345898,0.4327933656785018,0.7676298785983874,0.0954164367952591,0.6792945838081278,0,-0.45307725949234723,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1.1012109637124363,-0.47454519624983954,-0.4736736092984604,0.1794803970538311,-0.5609748304808925,1,0.8808229052673663,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,1,2.1567423146943474,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,3.535000079032271,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,-0.5172517038919898,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.9504207707150204,-0.47454519624983954,0.7676298785983874,-0.7641678448863892,0.059159876663617626,0,-0.7656257753281105,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,-0.5172517038919898,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,1,-0.4066909662617228,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,-0.1497205234642343,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.10511058026689096,-0.47454519624983954,-0.4736736092984604,-0.710636180746836,-0.5609748304808925,1,-0.3947413104160713,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,6.784163299176891,2.0089333664952354,2.0316232164746784,5.64037224096421,0,-0.6420862945469944,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.34725999872535673,-0.47454519624983954,-0.4736736092984604,-0.8573963791480459,-0.5609748304808925,1,-0.6050531527477024,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,1.2143036084604981,-0.47454519624983954,-0.4736736092984604,-0.8217737386200644,-0.5609748304808925,1,-0.5540048219347654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,-0.8590615452539705,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,1,-2.065383089233298,-0.47454519624983954,0.7676298785983874,-0.6636164447235471,0.059159876663617626,0,-0.6935826633703575,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,0.19646980572794084,0.4327933656785018,-0.4736736092984604,-0.4004280521776055,0.059159876663617626,0,-0.505000664544398,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,-0.2559007732643069,-0.47454519624983954,-0.4736736092984604,-0.25692626041821726,-0.5609748304808925,1,0.2554388492454105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-1.0098517382513863,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,-0.5172517038919898,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0.7996305777176045,-0.47454519624983954,-0.4736736092984604,0.33967480574740916,-0.5609748304808925,1,1.1103863808594987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,-0.4066909662617228,-0.47454519624983954,-0.4736736092984604,-0.8303227815333896,-0.5609748304808925,1,-0.5662558612823572,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,1,0.4226550952240647,-0.47454519624983954,-0.4736736092984604,-0.14884193215689093,-0.5609748304808925,1,0.4103269895685359,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.5574811592591387,-0.47454519624983954,-0.4736736092984604,-0.8205524467753036,-0.5609748304808925,1,-0.552254673456538,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,-0.1497205234642343,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,0.4327933656785018,-0.4736736092984604,-0.7961266098800885,0.059159876663617626,0,-0.7885247180172379,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0.12107470922923289,0.4327933656785018,-0.4736736092984604,2.0316232164746784,0.059159876663617626,0,1.2376011734448926,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,3,1,-0.18050567676559892,-0.47454519624983954,-0.4736736092984604,-0.7875775669667633,-0.5609748304808925,1,-0.505000664544398,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,0.9504207707150204,0.4327933656785018,-0.4736736092984604,0.1442681105856891,0.059159876663617626,0,-0.11471755389968619,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0.19646980572794084,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,3.535000079032271,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,-0.32473537128697505,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,-1.0098517382513863,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,-0.18050567676559892,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,-0.1497205234642343,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,1.628976639203392,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,-0.5070448379669675,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0.6488403847201886,0.4327933656785018,-0.4736736092984604,2.0316232164746784,0.059159876663617626,0,1.2376011734448926,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,3,0,-0.5574811592591387,-0.47454519624983954,-0.4736736092984604,-0.7179639318154005,-0.5609748304808925,1,-0.4052422012854358,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,0,-0.7836664487552625,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,-0.32473537128697505,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.6705738040072006,-0.47454519624983954,-0.4736736092984604,-0.8205524467753036,-0.5609748304808925,1,-0.552254673456538,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,-0.8590615452539705,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,-0.1497205234642343,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,1,-0.6328762557578467,2.2474704895351842,0.7676298785983874,0.06936383916282275,1.9195639980971482,0,-0.7032364823762599,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0.4226550952240647,0.4327933656785018,-0.4736736092984604,2.0316232164746784,0.059159876663617626,0,1.2376011734448926,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,3,0,-0.029715483768183015,-0.47454519624983954,-0.4736736092984604,-0.7949053180353277,-0.5609748304808925,1,-0.5155015554137624,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,2.2321374111930554,-0.47454519624983954,-0.4736736092984604,-0.515229485585116,-0.5609748304808925,1,-0.11471755389968619,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-1.8391977997371738,3.1548090514635256,2.0089333664952354,0.35860482934120075,3.1598334123861687,0,-0.7458981016815311,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,-0.4066909662617228,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,-0.32473537128697505,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,1,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,-0.8058969446381745,-0.5609748304808925,1,-0.5312528917178091,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,1.1012109637124363,0.4327933656785018,-0.4736736092984604,0.0954164367952591,0.059159876663617626,0,-0.1497205234642343,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,1,-1.61301251024105,-0.47454519624983954,2.0089333664952354,0.1076293552428666,0.6792945838081278,0,-0.4472457647628935,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,-0.7836664487552625,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,-0.32473537128697505,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,0.2718649022266488,-0.47454519624983954,-0.4736736092984604,-0.5750727859783927,-0.5609748304808925,1,-0.20047482933282912,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,1,-0.6328762557578467,0.4327933656785018,-0.4736736092984604,-0.46861521845428766,0.059159876663617626,0,-0.5538578094625942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-0.6328762557578467,0.4327933656785018,-0.4736736092984604,-0.417526138004256,0.059159876663617626,0,-0.5172517038919898,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,-0.029715483768183015,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,-0.32473537128697505,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.5574811592591387,-0.47454519624983954,-0.4736736092984604,-0.8266589059991073,-0.5609748304808925,1,-0.5610054158476749,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.8217737386200644,-0.5609748304808925,1,-0.5540048219347654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1.1012109637124363,1.340131927606843,-0.4736736092984604,2.0316232164746784,0.6792945838081278,0,0.4717992047177954,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,3,1,-0.33129586976301484,-0.47454519624983954,-0.4736736092984604,-0.7949053180353277,-0.5609748304808925,1,-0.5155015554137624,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,2,1,-0.4066909662617228,-0.47454519624983954,2.0089333664952354,-0.466377811794686,0.6792945838081278,0,-0.7214380265498248,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0.5734452882214806,0.4327933656785018,0.7676298785983874,1.3926335529610958,0.6792945838081278,0,0.16657331011493562,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,2,0,1.8551619286995158,0.4327933656785018,-0.4736736092984604,0.0954164367952591,0.059159876663617626,0,-0.1497205234642343,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.8205524467753036,-0.5609748304808925,1,-0.552254673456538,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,1,-0.029715483768183015,0.4327933656785018,0.7676298785983874,-0.6636164447235471,0.6792945838081278,0,-0.8156520194297626,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0,1,0,2.458322700689179,-0.47454519624983954,-0.4736736092984604,0.12228485737999564,-0.5609748304808925,1,0.7988599517350203,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,3,0,0.04567961273052494,0.4327933656785018,-0.4736736092984604,-0.3882151337299979,0.059159876663617626,0,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,1,0.8750256742163124,-0.47454519624983954,2.0089333664952354,-0.18731262526685463,0.6792945838081278,0,-0.5881327172601998,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,1,-0.029715483768183015,-0.47454519624983954,2.0089333664952354,-0.42994423348178334,0.6792945838081278,0,-0.7040345500823315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,0.4226550952240647,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,3.535000079032271,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,3.535000079032271,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0.4226550952240647,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,3.535000079032271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,2,1,1.553581542704684,-0.47454519624983954,0.7676298785983874,0.0954164367952591,0.059159876663617626,0,-0.1497205234642343,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,-0.5172517038919898,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,-1.9899879927345898,3.1548090514635256,2.0089333664952354,0.35860482934120075,3.1598334123861687,0,-0.7458981016815311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1.7043717357021,0.4327933656785018,0.7676298785983874,2.0316232164746784,0.6792945838081278,0,0.4717992047177954,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0.7996305777176045,-0.47454519624983954,-0.4736736092984604,-1.1747270817559212,-0.5609748304808925,1,-1.059797732142486,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,3,1,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,-0.5172517038919898,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,0.49805019172277265,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,-0.32473537128697505,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-1.0098517382513863,3.1548090514635256,0.7676298785983874,0.7640737218017698,2.5396987052416584,0,-0.5967364471791657,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,-0.33129586976301484,0.4327933656785018,-0.4736736092984604,-0.7949053180353277,0.059159876663617626,0,-0.7876496437781243,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,2.1567423146943474,-0.47454519624983954,0.7676298785983874,2.0316232164746784,0.059159876663617626,0,1.2376011734448926,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,0.4226550952240647,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,3.535000079032271,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,0.33967480574740916,-0.5609748304808925,1,1.1103863808594987,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,-0.33129586976301484,-0.47454519624983954,-0.4736736092984604,-1.1747270817559212,-0.5609748304808925,1,-1.059797732142486,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,1,0.8750256742163124,-0.47454519624983954,0.7676298785983874,-0.22211944284253596,0.059159876663617626,0,-0.37723982563379727,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0.5734452882214806,-0.47454519624983954,0.7676298785983874,0.2761676298198501,0.059159876663617626,0,-0.020209536075406227,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,3,1,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,-0.5172517038919898,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,2.533717797187887,0.4327933656785018,-0.4736736092984604,2.0316232164746784,0.059159876663617626,0,1.2376011734448926,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,1,1.1766060602111441,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,-0.5172517038919898,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-1.1747270817559212,-0.5609748304808925,1,-1.059797732142486,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-1.688407606739758,3.1548090514635256,0.7676298785983874,0.24807791739035287,2.5396987052416584,0,-0.7199749024220269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,1,0.4226550952240647,0.4327933656785018,0.7676298785983874,-0.18548068749971344,0.6792945838081278,0,-0.5872576430210861,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0,2.684507990185303,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,-0.5172517038919898,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.10511058026689096,-0.47454519624983954,-0.4736736092984604,-0.7910362654711258,-0.5609748304808925,1,-0.509957085034738,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-1.0098517382513863,-0.47454519624983954,-0.4736736092984604,-0.710636180746836,-0.5609748304808925,1,-0.3947413104160713,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,-0.7836664487552625,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,0.0954164367952591,-0.5609748304808925,1,0.7603566852140173,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0.2718649022266488,-0.47454519624983954,-0.4736736092984604,-0.7515494575463212,-0.5609748304808925,1,-0.4533712844366895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.710636180746836,-0.5609748304808925,1,-0.3947413104160713,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.5574811592591387,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,-0.5070448379669675,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
